clamp/oom;clamp;g;#;#;;#;;;;;;;;;
clamp/ui;clamp;g;#;#;;#;;;;;;;;;
cli;cli;g;#;h;;#;;;;;;;;;
cps;cps;#;#;h;;i;;;;;;;;;
cps/cps-tbdmt;cps;#;#;h;;i;;;;;;;;;
cps/cps-temporal;cps;#;#;h;;i;;;;;;;;;
cps/ncmp-dmi-plugin;cps;#;#;h;;i;;;;;;;;;
dcae;dcae;#;#;#;;i;;;;;;;;;
dcae/apod;dcae;#;#;#;;i;;;;;;;;;
dcae/apod/analytics;dcae;#;#;#;;i;;;;;;;;;
dcae/apod/buildtools;dcae;#;#;#;;i;;;;;;;;;
dcae/apod/cdap;dcae;#;#;#;;i;;;;;;;;;
dcae/collectors;dcae;#;#;#;;i;;;;;;;;;
dcae/collectors/ves;dcae;#;#;#;;i;;;;;;;;;
dcae/controller;dcae;#;#;#;;i;;;;;;;;;
dcae/controller/analytics;dcae;#;#;#;;i;;;;;;;;;
dcae/dcae-inventory;dcae;#;#;#;;i;;;;;;;;;
dcae/demo;dcae;#;#;#;;i;;;;;;;;;
dcae/demo/startup;dcae;#;#;#;;i;;;;;;;;;
dcae/demo/startup/aaf;dcae;#;#;#;;i;;;;;;;;;
dcae/demo/startup/controller;dcae;#;#;#;;i;;;;;;;;;
dcae/demo/startup/message-router;dcae;#;#;#;;i;;;;;;;;;
dcae/dmaapbc;dcae;#;#;#;;i;;;;;;;;;
dcae/operation;dcae;#;#;#;;i;;;;;;;;;
dcae/operation/utils;dcae;#;#;#;;i;;;;;;;;;
dcae/orch-dispatcher;dcae;#;#;#;;i;;;;;;;;;
dcae/pgaas;dcae;#;#;#;;i;;;;;;;;;
dcae/utils;dcae;#;#;#;;i;;;;;;;;;
dcae/utils/buildtools;dcae;#;#;#;;i;;;;;;;;;
dcaegen2;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/analytics;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/analytics/flink;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/analytics/pnda;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/analytics/tca;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/analytics/tca-gen2;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors/datafile;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors/hv-ves;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors/restconf;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors/snmptrap;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/collectors/ves;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/deployments;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/blueprints;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/cdapbroker;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/cli;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/configbinding;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/deployment-handler;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/inventory-api;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/plugins;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/policy-handler;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/registrator;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/servicechange-handler;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/platform/ves-openapi-manager;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/heartbeat;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/mapper;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/pm-mapper;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/prh;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/sdk;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/services/son-handler;dcaegen2;g;gm;h;;i;;;;;;;;;
dcaegen2/utils;dcaegen2;g;gm;h;;i;;;;;;;;;
demo;demo;#;#;#;;#;;;;;;;;;
dmaap;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/buscontroller;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/datarouter;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/dbcapi;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/kafka11aaf;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/messagerouter/dmaapclient;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/messagerouter/messageservice;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/messagerouter/mirroragent;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/messagerouter/msgrtr;dmaap;g;gm;h;;i;;;;;;;;;
dmaap/zookeeper;dmaap;g;gm;h;;i;;;;;;;;;
doc;doc;g;gm;h;;i;;;;;;;;;
ecompsdkos;ecompsdkos;#;#;#;;#;;;;;;;;;
externalapi;externalapi;g;#;h;;#;;;;;;;;;
externalapi/nbi;externalapi;g;#;h;;#;;;;;;;;;
holmes;holmes;g;#;h;;i;;;;;;;;;
holmes/common;holmes;g;#;h;;i;;;;;;;;;
holmes/dsa;holmes;g;#;h;;i;;;;;;;;;
holmes/engine-management;holmes;g;#;h;;i;;;;;;;;;
holmes/rule-management;holmes;g;#;h;;i;;;;;;;;;
integration;integration;g;gm;h;;i;;;;;;;;;
integration/benchmark;integration;g;gm;h;;i;;;;;;;;;
integration/csit;integration;g;gm;h;;i;;;;;;;;;
integration/devtool;integration;g;gm;h;;i;;;;;;;;;
integration/docker/onap-java11;integration;g;gm;h;;i;;;;;;;;;
integration/docker/onap-python;integration;g;gm;h;;i;;;;;;;;;
integration/ietf-actn-tools;integration;g;gm;h;;i;;;;;;;;;
integration/seccom;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/5G-core-nf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/A1-policy-enforcement-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/core-nssmf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/dc-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/masspnf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/nf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/nf-simulator/avcn-manager;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/nf-simulator/netconf-server;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/nf-simulator/pm-https-server;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/nf-simulator/ves-client;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/pnf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/ran-nssmf-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/simulators/ran-simulator;integration;g;gm;h;;i;;;;;;;;;
integration/terraform;integration;g;gm;h;;i;;;;;;;;;
integration/terragrunt;integration;g;gm;h;;i;;;;;;;;;
integration/usecases/A1-policy-enforcement;integration;g;gm;h;;i;;;;;;;;;
integration/usecases/A1-policy-enforcement-r-apps;integration;g;gm;h;;i;;;;;;;;;
integration/usecases/bbs;integration;g;gm;h;;i;;;;;;;;;
integration/usecases/mdons;integration;g;gm;h;;i;;;;;;;;;
integration/xtesting;integration;g;gm;h;;i;;;;;;;;;
logging-analytics;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-aai-context-builder;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-audit-common;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-context-aggregator;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-network-discovery-context-builder;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-sdc-context-builder;logging-analytics;#;#;#;;#;;;;;;;;;
logging-analytics/pomba/pomba-sdnc-context-builder;logging-analytics;#;#;#;;#;;;;;;;;;
modeling/etsicatalog;modeling;g;#;h;;i;;;;;;;;;
modeling/javatoscachecker;modeling;g;#;h;;i;;;;;;;;;
modeling/modelspec;modeling;g;#;h;;i;;;;;;;;;
modeling/toscaparsers;modeling;g;#;h;;i;;;;;;;;;
msb;msb;g;#;#;;i;;;;;;;;;
msb/apigateway;msb;g;#;#;;i;;;;;;;;;
msb/discovery;msb;g;#;#;;i;;;;;;;;;
msb/java-sdk;msb;g;#;#;;i;;;;;;;;;
msb/service-mesh;msb;g;#;#;;i;;;;;;;;;
msb/swagger-sdk;msb;g;#;#;;i;;;;;;;;;
mso;mso;#;#;#;;#;;;;;;;;;
mso/chef-repo;mso;#;#;#;;#;;;;;;;;;
mso/docker-config;mso;#;#;#;;#;;;;;;;;;
mso/libs;mso;#;#;#;;#;;;;;;;;;
mso/mso-config;mso;#;#;#;;#;;;;;;;;;
multicloud;multicloud;g;#;h;;i;;;;;;;;;
multicloud/azure;multicloud;g;#;h;;i;;;;;;;;;
multicloud/framework;multicloud;g;#;h;;i;;;;;;;;;
multicloud/k8s;multicloud;g;#;h;;i;;;;;;;;;
multicloud/openstack;multicloud;g;#;h;;i;;;;;;;;;
multicloud/openstack/vmware;multicloud;g;#;h;;i;;;;;;;;;
multicloud/openstack/windriver;multicloud;g;#;h;;i;;;;;;;;;
music;music;#;gm;#;;#;;;;;;;;;
music/distributed-kv-store;music;#;gm;#;;#;;;;;;;;;
music/mdbc;music;#;gm;#;;#;;;;;;;;;
music/prom;music;#;gm;#;;#;;;;;;;;;
ncomp;ncomp;#;#;#;;#;;;;;;;;;
ncomp/cdap;ncomp;#;#;#;;#;;;;;;;;;
ncomp/core;ncomp;#;#;#;;#;;;;;;;;;
ncomp/docker;ncomp;#;#;#;;#;;;;;;;;;
ncomp/maven;ncomp;#;#;#;;#;;;;;;;;;
ncomp/openstack;ncomp;#;#;#;;#;;;;;;;;;
ncomp/sirius;ncomp;#;#;#;;#;;;;;;;;;
ncomp/sirius/manager;ncomp;#;#;#;;#;;;;;;;;;
ncomp/utils;ncomp;#;#;#;;#;;;;;;;;;
oom;oom;g;gm;h;;i;;;;;;;;;
oom/consul;oom;g;gm;h;;i;;;;;;;;;
oom/offline-installer;oom;g;gm;h;;i;;;;;;;;;
oom/platform/cert-manager;oom;g;gm;h;;i;;;;;;;;;
oom/platform/cert-service;oom;g;gm;h;;i;;;;;;;;;
oom/platform/keycloak;oom;g;gm;h;;i;;;;;;;;;
oom/readiness;oom;g;gm;h;;i;;;;;;;;;
oom/registrator;oom;g;gm;h;;i;;;;;;;;;
oom/utils;oom;g;gm;h;;i;;;;;;;;;
oparent;oparent;#;#;#;;#;;;;;;;;;
oparent/cia;oparent;#;#;#;;#;;;;;;;;;
optf;optf;g;#;h;;i;;;;;;;;;
optf/cmso;optf;g;#;h;;i;;;;;;;;;
optf/fgps;optf;g;#;h;;i;;;;;;;;;
optf/has;optf;g;#;h;;i;;;;;;;;;
optf/osdf;optf;g;#;h;;i;;;;;;;;;
osa;osa;#;#;#;;#;;;;;;;;;
policy;policy;g;#;h;;i;;;;;;;;;
policy/apex-pdp;policy;g;#;h;;i;;;;;;;;;
policy/api;policy;g;#;h;;i;;;;;;;;;
policy/clamp;policy;g;#;h;;i;;;;;;;;;
policy/common;policy;g;#;h;;i;;;;;;;;;
policy/core;policy;g;#;h;;i;;;;;;;;;
policy/distribution;policy;g;#;h;;i;;;;;;;;;
policy/docker;policy;g;#;h;;i;;;;;;;;;
policy/drools-applications;policy;g;#;h;;i;;;;;;;;;
policy/drools-pdp;policy;g;#;h;;i;;;;;;;;;
policy/engine;policy;g;#;h;;i;;;;;;;;;
policy/gui;policy;g;#;h;;i;;;;;;;;;
policy/models;policy;g;#;h;;i;;;;;;;;;
policy/pap;policy;g;#;h;;i;;;;;;;;;
policy/parent;policy;g;#;h;;i;;;;;;;;;
policy/pdp;policy;g;#;h;;i;;;;;;;;;
policy/xacml-pdp;policy;g;#;h;;i;;;;;;;;;
portal;portal;g;#;#;;#;;;;;;;;;
portal/sdk;portal;g;#;#;;#;;;;;;;;;
sandbox-2;sandbox-2;#;#;#;;#;;;;;;;;;
sandbox-3;sandbox-3;#;#;#;;#;;;;;;;;;
sandbox-vid;sandbox-vid;#;#;#;;#;;;;;;;;;
sdc;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/ci;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/dt;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/dt-be-main;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/dt-be-property;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/fe;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/rule-engine;sdc;g;#;h;;i;;;;;;;;;
sdc/dcae-d/tosca-lab;sdc;g;#;h;;i;;;;;;;;;
sdc/jtosca;sdc;g;#;h;;i;;;;;;;;;
sdc/microservices;sdc;g;#;h;;i;;;;;;;;;
sdc/onap-ui;sdc;g;#;h;;i;;;;;;;;;
sdc/onap-ui-angular;sdc;g;#;h;;i;;;;;;;;;
sdc/onap-ui-common;sdc;g;#;h;;i;;;;;;;;;
sdc/onap-ui-react;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-be-common;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-distribution-client;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-docker-base;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-helm-validator;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-pubsub;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-titan-cassandra;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-tosca;sdc;g;#;h;;i;;;;;;;;;
sdc/sdc-workflow-designer;sdc;g;#;h;;i;;;;;;;;;
sdnc;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/adaptors;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/apps;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/architecture;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/core;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/features;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/northbound;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/oam;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/parent;sdnc;g;gm;h;;i;;;;;;;;;
sdnc/plugins;sdnc;g;gm;h;;i;;;;;;;;;
so;so;g;gm;h;;i;;;;;;;;;
so/adapters/so-cnf-adapter;so;g;gm;h;;i;;;;;;;;;
so/adapters/so-etsi-sol003-adapter;so;g;gm;h;;i;;;;;;;;;
so/adapters/so-etsi-sol005-adapter;so;g;gm;h;;i;;;;;;;;;
so/adapters/so-nssmf-adapter;so;g;gm;h;;i;;;;;;;;;
so/adapters/so-oof-adapter;so;g;gm;h;;i;;;;;;;;;
so/chef-repo;so;g;gm;h;;i;;;;;;;;;
so/docker-config;so;g;gm;h;;i;;;;;;;;;
so/libs;so;g;gm;h;;i;;;;;;;;;
so/so-admin-cockpit;so;g;gm;h;;i;;;;;;;;;
so/so-config;so;g;gm;h;;i;;;;;;;;;
so/so-etsi-nfvo;so;g;gm;h;;i;;;;;;;;;
spark-model-runner;spark-model-runner;#;#;#;;#;;;;;;;;;
testsuite;testsuite;#;#;#;;#;;;;;;;;;
testsuite/cds;testsuite;#;#;#;;#;;;;;;;;;
testsuite/cds-mock-odl;testsuite;#;#;#;;#;;;;;;;;;
testsuite/cds-mock-server;testsuite;#;#;#;;#;;;;;;;;;
testsuite/cds-mock-ssh;testsuite;#;#;#;;#;;;;;;;;;
testsuite/heatbridge;testsuite;#;#;#;;#;;;;;;;;;
testsuite/oom;testsuite;#;#;#;;#;;;;;;;;;
testsuite/python-testing-utils;testsuite;#;#;#;;#;;;;;;;;;
testsuite/pythonsdk-tests;testsuite;#;#;#;;#;;;;;;;;;
testsuite/robot-utils;testsuite;#;#;#;;#;;;;;;;;;
ui;ui;g;#;h;;i;;;;;;;;;
ui/dmaapbc;ui;g;#;h;;i;;;;;;;;;
university;university;#;#;#;;#;;;;;;;;;
usecase-ui;usecase-ui;#;#;#;;i;;;;;;;;;
usecase-ui/nlp;usecase-ui;#;#;#;;i;;;;;;;;;
usecase-ui/server;usecase-ui;#;#;#;;i;;;;;;;;;
vfc;vfc;g;#;h;;i;;;;;;;;;
vfc/gvnfm/vnflcm;vfc;g;#;h;;i;;;;;;;;;
vfc/gvnfm/vnfmgr;vfc;g;#;h;;i;;;;;;;;;
vfc/gvnfm/vnfres;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/catalog;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/db;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/driver/ems;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/driver/sfc;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/driver/vnfm/gvnfm;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/driver/vnfm/svnfm;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/lcm;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/multivimproxy;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/resmanagement;vfc;g;#;h;;i;;;;;;;;;
vfc/nfvo/wfengine;vfc;g;#;h;;i;;;;;;;;;
vid;vid;g;gm;h;;#;;;;;;;;;
vid/asdcclient;vid;g;gm;h;;#;;;;;;;;;
vnfrqts;vnfrqts;g;#;h;;i;;;;;;;;;
vnfrqts/epics;vnfrqts;g;#;h;;i;;;;;;;;;
vnfrqts/guidelines;vnfrqts;g;#;h;;i;;;;;;;;;
vnfrqts/requirements;vnfrqts;g;#;h;;i;;;;;;;;;
vnfrqts/testcases;vnfrqts;g;#;h;;i;;;;;;;;;
vnfrqts/usecases;vnfrqts;g;#;h;;i;;;;;;;;;
vnfsdk;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/compliance;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/dovetail-integration;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/functest;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/ice;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/lctest;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/model;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/pkgtools;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/refrepo;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/validation;vnfsdk;g;#;h;;i;;;;;;;;;
vnfsdk/ves-agent;vnfsdk;g;#;h;;i;;;;;;;;;
vvp;vvp;g;#;h;;i;;;;;;;;;
vvp/ansible-ice-bootstrap;vvp;g;#;h;;i;;;;;;;;;
vvp/cms;vvp;g;#;h;;i;;;;;;;;;
vvp/devkit;vvp;g;#;h;;i;;;;;;;;;
vvp/documentation;vvp;g;#;h;;i;;;;;;;;;
vvp/engagementmgr;vvp;g;#;h;;i;;;;;;;;;
vvp/gitlab;vvp;g;#;h;;i;;;;;;;;;
vvp/image-scanner;vvp;g;#;h;;i;;;;;;;;;
vvp/jenkins;vvp;g;#;h;;i;;;;;;;;;
vvp/portal;vvp;g;#;h;;i;;;;;;;;;
vvp/postgresql;vvp;g;#;h;;i;;;;;;;;;
vvp/regression-tests;vvp;g;#;h;;i;;;;;;;;;
vvp/test-engine;vvp;g;#;h;;i;;;;;;;;;
vvp/validation-scripts;vvp;g;#;h;;i;;;;;;;;;
